1; 1.000000e+01; 5.000000e-01; 0.000000e+00; +1.6665016e+00; +7.0484680e-06; +1.6665258e+00; +7.0451906e-06; +1.6665092e+00; +7.0509959e-06; +1.6665313e+00; +7.0503002e-06; +1.6665432e+00; +7.0552114e-06; +1.6665585e+00; +7.0570472e-06; +1.6665373e+00; +7.0538208e-06; +1.6665545e+00; +7.0447932e-06; +1.6665225e+00; +7.0496349e-06; +1.6665424e+00; +7.0518154e-06
2; 1.000000e+01; 5.000000e-01; 3.883250e+00; +1.6676590e+00; +6.6367202e-06; +1.6676884e+00; +6.6398093e-06; +1.6677088e+00; +6.6285061e-06; +1.6676872e+00; +6.6349248e-06; +1.6676053e+00; +6.6395755e-06; +1.6676433e+00; +6.6355215e-06; +1.6676464e+00; +6.6329576e-06; +1.6676582e+00; +6.6366169e-06; +1.6676052e+00; +6.6257944e-06; +1.6676511e+00; +6.6383473e-06
3; 1.000000e+01; 5.000000e-01; 7.766500e+00; +1.6690781e+00; +6.2920353e-06; +1.6690638e+00; +6.2920753e-06; +1.6690613e+00; +6.2872564e-06; +1.6690069e+00; +6.2895547e-06; +1.6690354e+00; +6.2815693e-06; +1.6690652e+00; +6.2918266e-06; +1.6690804e+00; +6.2918598e-06; +1.6690474e+00; +6.2822182e-06; +1.6690162e+00; +6.2900444e-06; +1.6690521e+00; +6.2892441e-06
4; 1.000000e+01; 5.000000e-01; 1.164975e+01; +1.6690822e+00; +5.9936770e-06; +1.6691904e+00; +5.9939925e-06; +1.6691813e+00; +5.9847939e-06; +1.6691779e+00; +5.9895110e-06; +1.6691827e+00; +5.9941158e-06; +1.6691585e+00; +5.9874669e-06; +1.6691748e+00; +5.9898207e-06; +1.6691686e+00; +5.9921640e-06; +1.6691947e+00; +5.9937042e-06; +1.6691821e+00; +6.0003899e-06
5; 1.000000e+01; 5.000000e-01; 1.553300e+01; +1.6694442e+00; +5.7195680e-06; +1.6694378e+00; +5.7253892e-06; +1.6694000e+00; +5.7235266e-06; +1.6694417e+00; +5.7225780e-06; +1.6694428e+00; +5.7323869e-06; +1.6694006e+00; +5.7352327e-06; +1.6694939e+00; +5.7315556e-06; +1.6694720e+00; +5.7270731e-06; +1.6694150e+00; +5.7261445e-06; +1.6694432e+00; +5.7280454e-06
6; 1.000000e+01; 5.000000e-01; 1.941625e+01; +1.6694244e+00; +5.4850543e-06; +1.6693829e+00; +5.4933894e-06; +1.6694578e+00; +5.4864372e-06; +1.6694411e+00; +5.4906632e-06; +1.6694118e+00; +5.4869884e-06; +1.6693949e+00; +5.4849725e-06; +1.6694412e+00; +5.4892366e-06; +1.6694914e+00; +5.4955131e-06; +1.6694707e+00; +5.4872398e-06; +1.6694239e+00; +5.4843013e-06
7; 1.000000e+01; 5.000000e-01; 2.329950e+01; +1.6691568e+00; +5.2785158e-06; +1.6691189e+00; +5.2675650e-06; +1.6691905e+00; +5.2659984e-06; +1.6691530e+00; +5.2679611e-06; +1.6691568e+00; +5.2806122e-06; +1.6691580e+00; +5.2739838e-06; +1.6691926e+00; +5.2706637e-06; +1.6691581e+00; +5.2763958e-06; +1.6691955e+00; +5.2721825e-06; +1.6691293e+00; +5.2721552e-06
8; 1.000000e+01; 5.000000e-01; 2.718275e+01; +1.6688823e+00; +5.0794479e-06; +1.6688282e+00; +5.0753547e-06; +1.6688675e+00; +5.0719736e-06; +1.6688130e+00; +5.0769140e-06; +1.6688538e+00; +5.0752005e-06; +1.6689079e+00; +5.0864692e-06; +1.6689055e+00; +5.0743656e-06; +1.6688484e+00; +5.0770145e-06; +1.6688559e+00; +5.0713902e-06; +1.6688924e+00; +5.0751423e-06
9; 1.000000e+01; 5.000000e-01; 3.106600e+01; +1.6688633e+00; +4.9026216e-06; +1.6688839e+00; +4.9037553e-06; +1.6688527e+00; +4.9061141e-06; +1.6688763e+00; +4.8961615e-06; +1.6688733e+00; +4.8984343e-06; +1.6688324e+00; +4.8975157e-06; +1.6689376e+00; +4.8975548e-06; +1.6688269e+00; +4.9029932e-06; +1.6688104e+00; +4.8975894e-06; +1.6688966e+00; +4.8955167e-06
10; 1.000000e+01; 5.000000e-01; 3.494925e+01; +1.6689079e+00; +4.7385024e-06; +1.6689423e+00; +4.7357553e-06; +1.6688702e+00; +4.7373505e-06; +1.6688695e+00; +4.7363474e-06; +1.6689072e+00; +4.7336403e-06; +1.6688778e+00; +4.7328026e-06; +1.6688662e+00; +4.7344952e-06; +1.6688788e+00; +4.7362169e-06; +1.6688734e+00; +4.7477097e-06; +1.6688906e+00; +4.7391495e-06
11; 1.000000e+01; 5.000000e-01; 3.883250e+01; +1.6687516e+00; +4.5849192e-06; +1.6687570e+00; +4.5934548e-06; +1.6687350e+00; +4.5929273e-06; +1.6686679e+00; +4.5906081e-06; +1.6687046e+00; +4.5765296e-06; +1.6686797e+00; +4.5947536e-06; +1.6686921e+00; +4.5903012e-06; +1.6686925e+00; +4.5896886e-06; +1.6687386e+00; +4.5912866e-06; +1.6686971e+00; +4.5841566e-06
