1; 1.000000e+01; 5.000000e-01; 0.000000e+00; +2.6710427e-01; +3.9637043e-06; +2.6716954e-01; +3.9570928e-06; +2.6716009e-01; +3.9690881e-06; +2.6715961e-01; +3.9700772e-06; +2.6712182e-01; +3.9645788e-06; +2.6715112e-01; +3.9669185e-06; +2.6707697e-01; +3.9636225e-06; +2.6710972e-01; +3.9633533e-06; +2.6715025e-01; +3.9601168e-06; +2.6714933e-01; +3.9658016e-06
2; 1.000000e+01; 5.000000e-01; 5.908500e+00; +2.6895118e-01; +3.8322319e-06; +2.6895991e-01; +3.8230605e-06; +2.6897711e-01; +3.8288022e-06; +2.6900846e-01; +3.8264252e-06; +2.6898116e-01; +3.8221679e-06; +2.6899433e-01; +3.8192716e-06; +2.6907170e-01; +3.8259809e-06; +2.6899913e-01; +3.8271969e-06; +2.6900080e-01; +3.8276398e-06; +2.6904038e-01; +3.8232974e-06
3; 1.000000e+01; 5.000000e-01; 1.181700e+01; +2.6878378e-01; +3.6405186e-06; +2.6874179e-01; +3.6354297e-06; +2.6878387e-01; +3.6448123e-06; +2.6874471e-01; +3.6372564e-06; +2.6878384e-01; +3.6410111e-06; +2.6878431e-01; +3.6433742e-06; +2.6873621e-01; +3.6460044e-06; +2.6874444e-01; +3.6425374e-06; +2.6877251e-01; +3.6445545e-06; +2.6873493e-01; +3.6494532e-06
4; 1.000000e+01; 5.000000e-01; 1.772550e+01; +2.6877156e-01; +3.4805450e-06; +2.6872343e-01; +3.4802665e-06; +2.6869035e-01; +3.4772368e-06; +2.6876023e-01; +3.4888162e-06; +2.6876411e-01; +3.4849870e-06; +2.6870269e-01; +3.4837717e-06; +2.6875636e-01; +3.4789146e-06; +2.6876339e-01; +3.4782329e-06; +2.6875839e-01; +3.4852335e-06; +2.6875600e-01; +3.4771529e-06
5; 1.000000e+01; 5.000000e-01; 2.363400e+01; +2.6880884e-01; +3.3412643e-06; +2.6885232e-01; +3.3332688e-06; +2.6881307e-01; +3.3380759e-06; +2.6882440e-01; +3.3296569e-06; +2.6886141e-01; +3.3363465e-06; +2.6881877e-01; +3.3343974e-06; +2.6882294e-01; +3.3413230e-06; +2.6878825e-01; +3.3315951e-06; +2.6882806e-01; +3.3294423e-06; +2.6883793e-01; +3.3409181e-06
6; 1.000000e+01; 5.000000e-01; 2.954250e+01; +2.6885122e-01; +3.2107168e-06; +2.6884046e-01; +3.2085745e-06; +2.6884300e-01; +3.2060111e-06; +2.6882854e-01; +3.2028206e-06; +2.6883963e-01; +3.2046755e-06; +2.6885459e-01; +3.2078676e-06; +2.6885915e-01; +3.2043226e-06; +2.6885405e-01; +3.2061366e-06; +2.6884660e-01; +3.2175155e-06; +2.6881343e-01; +3.2074433e-06
7; 1.000000e+01; 5.000000e-01; 3.545100e+01; +2.6875320e-01; +3.0838871e-06; +2.6879060e-01; +3.0895371e-06; +2.6877776e-01; +3.0928568e-06; +2.6880583e-01; +3.0778713e-06; +2.6878008e-01; +3.0851106e-06; +2.6878405e-01; +3.0822569e-06; +2.6877287e-01; +3.0874912e-06; +2.6881886e-01; +3.0830729e-06; +2.6879776e-01; +3.0838871e-06; +2.6873216e-01; +3.0895064e-06
8; 1.000000e+01; 5.000000e-01; 4.135950e+01; +2.6877329e-01; +2.9778557e-06; +2.6882091e-01; +2.9786192e-06; +2.6884541e-01; +2.9755288e-06; +2.6872903e-01; +2.9776013e-06; +2.6874334e-01; +2.9779494e-06; +2.6871127e-01; +2.9801627e-06; +2.6871401e-01; +2.9872649e-06; +2.6877266e-01; +2.9686103e-06; +2.6875404e-01; +2.9905473e-06; +2.6875499e-01; +2.9772318e-06
9; 1.000000e+01; 5.000000e-01; 4.726800e+01; +2.6887420e-01; +2.8868340e-06; +2.6884562e-01; +2.8843976e-06; +2.6883855e-01; +2.8729512e-06; +2.6881081e-01; +2.8779161e-06; +2.6883018e-01; +2.8789682e-06; +2.6884046e-01; +2.8838599e-06; +2.6882514e-01; +2.8838660e-06; +2.6885304e-01; +2.8734985e-06; +2.6890096e-01; +2.8696452e-06; +2.6885608e-01; +2.8832042e-06
10; 1.000000e+01; 5.000000e-01; 5.317650e+01; +2.6881498e-01; +2.7921456e-06; +2.6884267e-01; +2.7874235e-06; +2.6884982e-01; +2.7883075e-06; +2.6884198e-01; +2.7886420e-06; +2.6881799e-01; +2.7867450e-06; +2.6884949e-01; +2.7818710e-06; +2.6888281e-01; +2.7831484e-06; +2.6883888e-01; +2.7904880e-06; +2.6884693e-01; +2.7845108e-06; +2.6884073e-01; +2.7797555e-06
11; 1.000000e+01; 5.000000e-01; 5.908500e+01; +2.6886934e-01; +2.6996643e-06; +2.6892197e-01; +2.7075130e-06; +2.6885939e-01; +2.7091287e-06; +2.6887703e-01; +2.6925532e-06; +2.6887870e-01; +2.7089848e-06; +2.6887617e-01; +2.6992141e-06; +2.6884568e-01; +2.7014808e-06; +2.6884493e-01; +2.7026394e-06; +2.6885429e-01; +2.7036272e-06; +2.6888335e-01; +2.7029198e-06
